Zip Code,Price,Beds,Baths,Living Space,Address,City,State,Zip Code Population,Zip Code Density,County,Median Household Income,Latitude,Longitude
20019,598000.0,5,3,2388,6109 CLAY ST NE,Washington,District of Columbia,64031,4029.0,District of Columbia,76897.0,38.89214,-76.94195
95831,799900.0,3,2,2062,6440 FORDHAM WAY,Sacramento,California,43683,2411.1,Sacramento,121600.0,38.49599,-121.52948
46220,565000.0,3,4,2724,5042 FALL CREEK RD,Indianapolis,Indiana,36760,1209.2,Marion,127576.0,39.8676,-86.10818
70121,210000.0,4,2,1800,1202 CLAIBORNE DR,New Orleans,Louisiana,11648,1372.5,Jefferson,74284.0,29.9608,-90.15881
46208,1225000.0,5,6,5461,5140 N MERIDIAN ST,Indianapolis,Indiana,21908,1226.5,Marion,80141.0,39.82307,-86.17307
92117,1379000.0,4,2,2162,5652 LODI ST,San Diego,California,55195,2448.7,San Diego,124557.0,32.82493,-117.19972
30305,1750000.0,5,5,6257,3126 PEACHTREE DR NE,Atlanta,Georgia,26398,1569.0,Fulton,199640.0,33.83518,-84.38931
10312,264900.0,1,1,717,131 CORTELYOU AVE APT 1-1,Staten Island,New York,63935,3592.3,Richmond,133355.0,40.54489,-74.18084
33131,649000.0,1,1,740,1200 BRICKELL BAY DR APT 1805,Miami,Florida,22529,17357.2,Miami-Dade,185585.0,25.76417,-80.18459
93704,315000.0,2,2,1602,73 E ROBINSON AVE,Fresno,California,29184,2087.9,Fresno,92194.0,36.80012,-119.80202
97214,775000.0,3,3,2058,2024 SE 29TH AVE,Portland,Oregon,28630,3802.7,Multnomah,118252.0,45.51395,-122.64424
73013,575000.0,4,4,3100,6525 NE 113TH ST,Edmond,Oklahoma,56547,668.0,Oklahoma,144686.0,35.62149,-97.49614
19146,400000.0,3,3,1707,1421 S RINGGOLD ST,Philadelphia,Pennsylvania,40983,9178.7,Philadelphia,129271.0,39.93917,-75.18398
37203,1399900.0,4,5,3681,1005 ARGYLE AVE,Nashville,Tennessee,18100,1666.1,Davidson,94336.0,36.14937,-86.78986
60654,599000.0,3,2,1622,635 N DEARBORN ST APT 705,Chicago,Illinois,21859,15577.5,Cook,197024.0,41.89209,-87.63673
85704,485000.0,3,2,2428,950 W INA RD,Tucson,Arizona,34597,733.8,Pima,105510.0,32.33885,-110.98483
10461,649000.0,4,2,1292,1527 GILLESPIE AVE,Bronx,New York,52756,8529.2,Bronx,88061.0,40.84671,-73.84079
38016,469000.0,4,3,3400,1855 STEEPLEBROOK CV,Cordova,Tennessee,45170,962.9,Shelby,88910.0,35.17956,-89.76046
30303,329000.0,2,2,1332,57 FORSYTH ST NW APT 3A,Atlanta,Georgia,6106,2274.0,Fulton,54478.0,33.75284,-84.39028
93722,355000.0,3,2,1360,3385 N DANTE AVE,Fresno,California,88116,1762.8,Fresno,93714.0,36.80003,-119.87791
19143,175000.0,4,1,1214,5715 LARCHWOOD AVE,Philadelphia,Pennsylvania,63861,7914.0,Philadelphia,61781.0,39.94315,-75.22664
97215,475000.0,2,2,1369,910 SE 42ND AVE UNIT 280,Portland,Oregon,17371,2872.1,Multnomah,133779.0,45.51436,-122.59923
76014,195000.0,2,1,1113,2203 SUMMER PLACE DR,Arlington,Texas,32460,2185.0,Tarrant,71842.0,32.69201,-97.08814
90292,1399000.0,3,3,1582,4801 LA VILLA MARINA UNIT G,Marina Del Rey,California,23951,4411.9,Los Angeles,185595.0,33.97865,-118.44707
80210,4500000.0,4,6,6110,2409 S FILLMORE ST,Denver,Colorado,38059,2413.4,Denver,168692.0,39.6781,-104.96275
68028,598791.0,4,3,2413,19060 MURIFIELD CIRCLE,Gretna,Nebraska,17434,106.8,Sarpy,159366.0,41.10513,-96.26098
92114,749000.0,6,3,1962,503 SUNNYSIDE AVE,San Diego,California,67745,3155.9,San Diego,100464.0,32.70778,-117.05529
91367,889000.0,2,3,1888,6261 RANDI AVE,Woodland Hills,California,44931,2316.9,Los Angeles,140415.0,34.17708,-118.61518
76018,289000.0,3,2,1790,1105 TWIN CEDAR CT,Arlington,Texas,28553,1403.9,Tarrant,97053.0,32.66074,-97.08967
80218,775000.0,2,2,1151,1601 PARK AVE UNIT 307,Denver,Colorado,19013,4638.1,Denver,130715.0,39.73119,-104.97073
97217,365000.0,2,1,1337,7026 N BOSTON AVE,Portland,Oregon,35049,1214.4,Multnomah,120403.0,45.59686,-122.69717
19111,309000.0,3,2,1260,8012 JEANES ST,Philadelphia,Pennsylvania,68452,5454.3,Philadelphia,77163.0,40.06065,-75.08019
55419,499000.0,4,3,2340,5412 NEWTON AVE S,Minneapolis,Minnesota,29051,2671.7,Hennepin,181509.0,44.90586,-93.28743
32204,369900.0,2,3,1406,1085 PORTER ST,Jacksonville,Florida,7750,1114.0,Duval,80506.0,30.31636,-81.68095
33142,470000.0,4,2,1450,1460 NW 59TH ST,Miami,Florida,57733,2043.9,Miami-Dade,48383.0,25.80665,-80.25517
94605,599000.0,2,3,1448,81 ANAIR WAY,Oakland,California,45334,1982.4,Alameda,130531.0,37.76062,-122.14903
70115,799000.0,3,4,2493,715 ELEONORE ST,New Orleans,Louisiana,34261,3439.2,Orleans,141812.0,29.92375,-90.10219
80205,1150000.0,5,4,3141,2131 N YORK ST,Denver,Colorado,33805,2809.7,Denver,113446.0,39.75891,-104.96353
95831,419000.0,3,3,1635,11 PARK PLACE CT,Sacramento,California,43683,2411.1,Sacramento,121600.0,38.49599,-121.52948
77091,311700.0,3,3,1619,5905 HARING LANE,Houston,Texas,30008,1627.0,Harris,53220.0,29.85382,-95.43969
23456,950000.0,5,4,3082,2305 PRINCESS ANNE RD,Virginia Beach,Virginia,60158,463.3,Virginia Beach,150363.0,36.73435,-76.03492
77024,279000.0,2,2,1520,12602 HUNTINGWICK DR # 108,Houston,Texas,37694,1122.0,Harris,253422.0,29.77073,-95.50869
43221,324900.0,3,2,1241,3672 SUGAR LOAF CT,Columbus,Ohio,35172,1423.4,Franklin,152033.0,40.02334,-83.07744
90806,2195000.0,11,8,6072,1861 PACIFIC AVE,Long Beach,California,41571,3284.6,Los Angeles,94578.0,33.80819,-118.17797
43085,305000.0,3,2,1364,7672 CHOCTAW PL,Columbus,Ohio,26575,1402.7,Franklin,138362.0,40.09959,-83.01639
94610,1489000.0,4,5,4690,512 GLENVIEW AVE,Oakland,California,32144,5934.4,Alameda,173922.0,37.81229,-122.24048
55419,769900.0,4,3,2017,5349 IRVING AVE S,Minneapolis,Minnesota,29051,2671.7,Hennepin,181509.0,44.90586,-93.28743
90803,3749000.0,5,5,5357,30 SAVONA WALK,Long Beach,California,32631,3099.7,Los Angeles,141826.0,33.76162,-118.12178
76018,339990.0,4,3,2290,2320 SNOWDON DR,Arlington,Texas,28553,1403.9,Tarrant,97053.0,32.66074,-97.08967
76005,455000.0,3,2,1701,1414 WHITE SQUALL TRL,Arlington,Texas,3967,457.8,Tarrant,219184.0,32.80057,-97.08001
94117,1575000.0,3,2,1500,618 FILLMORE ST APT 3,San Francisco,California,40701,12329.7,San Francisco,242062.0,37.77002,-122.44425
80235,630000.0,4,4,3254,3702 S FENTON WAY,Denver,Colorado,8752,995.0,Jefferson,99739.0,39.64615,-105.08909
37221,645500.0,3,3,1871,2109 GILDRIDGE DR,Nashville,Tennessee,42232,330.5,Davidson,122269.0,36.05991,-86.97189
48205,34900.0,2,1,988,18080 DRESDEN ST,Detroit,Michigan,31721,1928.2,Wayne,52851.0,42.43317,-82.98131
28215,259000.0,3,1,1050,5409 LARCHMONT AVE,Charlotte,North Carolina,63548,850.5,Mecklenburg,80157.0,35.24854,-80.69571
90810,699000.0,8,5,5164,1501 W 19TH ST,Long Beach,California,37451,2211.1,Los Angeles,91053.0,33.81912,-118.22096
68135,405000.0,4,4,3606,17466 V ST,Omaha,Nebraska,29860,1465.7,Douglas,159717.0,41.2052,-96.19576
67215,245000.0,2,2,1270,4629 S FLORA CT,Wichita,Kansas,5771,129.7,Sedgwick,125437.0,37.61637,-97.42707
80916,329900.0,3,3,1501,3978 WARTHOG HTS,Colorado Springs,Colorado,41087,862.7,El Paso,68391.0,38.80327,-104.71208
73120,359900.0,4,3,2574,4316 WINDSONG WAY,Oklahoma City,Oklahoma,35083,1226.0,Oklahoma,93687.0,35.58049,-97.57248
80925,430000.0,4,3,2226,6680 KEARSARGE DR,Colorado Springs,Colorado,14084,189.4,El Paso,119440.0,38.76156,-104.64441
94605,949000.0,4,2,1660,3953 TURNLEY AVE,Oakland,California,45334,1982.4,Alameda,130531.0,37.76062,-122.14903
94621,566000.0,3,1,1029,7856 LOCKWOOD ST,Oakland,California,35379,1604.5,Alameda,74132.0,37.7379,-122.20794
67203,154900.0,2,2,1062,451 N DODGE AVE,Wichita,Kansas,30771,1658.8,Sedgwick,61595.0,37.70402,-97.36497
76126,895900.0,4,4,3200,12000 BELLA VINO DR,Fort Worth,Texas,24946,140.2,Tarrant,142297.0,32.64374,-97.51767
90210,2695000.0,4,4,2616,9635 ARBY DR,Beverly Hills,California,19627,705.4,Los Angeles,332934.0,34.10251,-118.41505
93710,497500.0,4,3,2282,1121 E MENLO AVE,Fresno,California,33507,2095.9,Fresno,73774.0,36.82335,-119.76251
23451,589900.0,4,2,1842,1337 BRANT RD,Virginia Beach,Virginia,43885,857.2,Virginia Beach,136673.0,36.87175,-76.00689
48224,65000.0,3,1,1220,3644 BUCKINGHAM AVE,Detroit,Michigan,38824,2598.2,Wayne,56290.0,42.41074,-82.94147
27614,499900.0,4,3,2473,1538 MICHELLE DR,Raleigh,North Carolina,32371,450.6,Wake,175577.0,35.94739,-78.62059
32205,259500.0,4,2,1128,1262 ORTON ST,Jacksonville,Florida,31398,1566.7,Duval,88245.0,30.30275,-81.72257
19131,85000.0,2,1,842,1216 N SAINT BERNARD ST,Philadelphia,Pennsylvania,44791,3280.7,Philadelphia,60575.0,39.98865,-75.21835
75241,189900.0,3,1,1090,6015 SINGING HILLS DR,Dallas,Texas,31749,485.2,Dallas,54629.0,32.667,-96.75903
87111,385000.0,3,2,1791,10808 LOWE ST NE,Albuquerque,New Mexico,57518,1748.6,Bernalillo,109573.0,35.13824,-106.51589
75216,239000.0,4,2,1450,4647 TACOMA ST,Dallas,Texas,55108,1434.1,Dallas,48821.0,32.71158,-96.78256
76014,300000.0,3,2,1811,1806 BRIAR MEADOW DR,Arlington,Texas,32460,2185.0,Tarrant,71842.0,32.69201,-97.08814
68116,310000.0,3,3,1770,4223 N 163RD AVE,Omaha,Nebraska,33641,1528.0,Douglas,132130.0,41.29842,-96.16629
19123,575000.0,3,3,2500,919 N 5TH ST UNIT 22,Philadelphia,Pennsylvania,18071,5532.1,Philadelphia,126530.0,39.96399,-75.14568
78240,275000.0,3,2,1557,6903 JOHN MARSHALL ST,San Antonio,Texas,56810,1963.3,Bexar,82296.0,29.5244,-98.60813
37211,427900.0,3,3,1595,6701 SUNNYWOOD DR,Nashville,Tennessee,75073,1334.2,Davidson,84503.0,36.06704,-86.72345
64156,525000.0,4,3,3045,9425 N SPRUCE CT,Kansas City,Missouri,6101,217.6,Clay,139247.0,39.2762,-94.5195
55403,2295000.0,4,6,6065,1724 COLFAX AVE S,Minneapolis,Minnesota,16349,4645.6,Hennepin,100893.0,44.97023,-93.28588
33132,465000.0,1,1,802,253 NE 2ND ST APT 2205,Miami,Florida,15834,4045.5,Miami-Dade,126469.0,25.77719,-80.17395
23454,544900.0,3,2,1720,501 TORREY CT,Virginia Beach,Virginia,57942,994.7,Virginia Beach,119364.0,36.83216,-76.02616
90210,4250000.0,5,4,3950,9774 MILLBORO PL,Beverly Hills,California,19627,705.4,Los Angeles,332934.0,34.10251,-118.41505
77019,2525000.0,4,4,3302,2411 REBA DR,Houston,Texas,22475,2342.1,Harris,217149.0,29.75318,-95.41212
30305,317000.0,1,1,883,325 E PACES FERRY RD NE APT 1610,Atlanta,Georgia,26398,1569.0,Fulton,199640.0,33.83518,-84.38931
46226,114900.0,3,2,1197,8337 ASPEN CT,Indianapolis,Indiana,44764,1167.6,Marion,57837.0,39.83968,-86.05117
32208,139900.0,2,1,884,1860 RIVERVIEW ST,Jacksonville,Florida,32244,1080.0,Duval,54640.0,30.39351,-81.68245
80219,615000.0,4,2,1600,275 NEWTON ST,Denver,Colorado,67393,3525.1,Denver,78583.0,39.69496,-105.03432
73013,530000.0,4,4,4411,15244 WORTHINGTON LN,Edmond,Oklahoma,56547,668.0,Oklahoma,144686.0,35.62149,-97.49614
75219,699000.0,2,2,1745,3225 TURTLE CREEK BLVD APT 147,Dallas,Texas,24100,4064.8,Dallas,127896.0,32.81087,-96.81315
85339,419900.0,3,2,1768,4031 W HAZEL DR,Laveen,Arizona,50260,75.2,Maricopa,119550.0,33.23985,-112.14322
98121,564950.0,1,1,867,2600 2ND AVE APT 202,Seattle,Washington,21010,18290.9,King,163578.0,47.61548,-122.34668
85746,249000.0,2,1,931,5810 S LOG HILL PL,Tucson,Arizona,46452,154.8,Pima,76042.0,32.06964,-111.09047
87121,240000.0,3,2,1615,427 VIKING DR SW,Albuquerque,New Mexico,75378,86.4,Bernalillo,66128.0,35.01031,-106.87816
74134,302490.0,3,2,1560,4023 S 152ND EAST AVE,Tulsa,Oklahoma,21719,694.6,Tulsa,97001.0,36.1106,-95.80156
85710,59900.0,2,2,840,7570 E SPEEDWAY BLVD UNIT 246,Tucson,Arizona,52385,1691.1,Pima,69739.0,32.21439,-110.82365
21226,35000.0,2,1,1232,4113 GRACE CT,Curtis Bay,Maryland,6210,245.2,Baltimore,92718.0,39.2078,-76.5627
23451,395000.0,2,2,974,304 28TH ST UNIT 211,Virginia Beach,Virginia,43885,857.2,Virginia Beach,136673.0,36.87175,-76.00689
48219,20000.0,3,1,1202,18176 HEYDEN ST,Detroit,Michigan,43749,2003.2,Wayne,53554.0,42.42573,-83.25282
78735,32000.0,3,4,2600,8212 BARTON CLUB DR # 33-5,Austin,Texas,19152,366.2,Travis,183953.0,30.26634,-97.86775
75215,494000.0,2,3,1419,1527 HICKORY ST,Dallas,Texas,17960,906.0,Dallas,64568.0,32.75259,-96.76075
33126,243000.0,2,2,793,4707 NW 7TH ST # 204-8,Miami,Florida,48130,3449.5,Miami-Dade,63910.0,25.78061,-80.30054
95835,514950.0,4,3,1979,3053 DIORITE WAY,Sacramento,California,41051,1785.0,Sacramento,132611.0,38.67088,-121.52464
43137,299900.0,3,3,2289,4944 FOSTERSON DR,Lockbourne,Ohio,2233,27.0,Franklin,104797.0,39.80486,-82.98694
85719,299900.0,2,2,1366,3960 N ROGER LN,Tucson,Arizona,47922,2323.0,Pima,54655.0,32.2462,-110.94876
67226,289900.0,5,3,2590,4543 N SAINT JAMES ST,Wichita,Kansas,21603,338.1,Sedgwick,122250.0,37.76898,-97.21915
30309,3124900.0,5,6,5300,114 MADDOX DR NE,Atlanta,Georgia,27469,3205.3,Fulton,160806.0,33.798,-84.38774
73142,900000.0,5,5,5399,13200 CANYON LAKES DR,Oklahoma City,Oklahoma,14822,734.3,Oklahoma,126123.0,35.60937,-97.63895
80908,1385000.0,2,3,2069,9775 WALKER RD,Colorado Springs,Colorado,20622,84.1,El Paso,160845.0,39.0463,-104.69094
87123,245000.0,4,2,1958,312 ESPEJO ST NE,Albuquerque,New Mexico,44162,590.9,Bernalillo,79755.0,35.06206,-106.46991
20002,3300000.0,5,5,3800,124 3RD ST NE,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
38141,175000.0,2,2,1200,4205 MEADOW VALLEY DR E,Memphis,Tennessee,23299,1152.1,Shelby,78757.0,35.01599,-89.85472
98144,1375000.0,4,2,1860,3207 37TH AVE S,Seattle,Washington,31648,3624.1,King,157648.0,47.58582,-122.29205
23464,449900.0,4,3,2327,5493 BEAUFAIN BLVD,Virginia Beach,Virginia,77139,1786.9,Virginia Beach,108999.0,36.79732,-76.17899
40291,415000.0,4,3,2286,10310 LONG BARN CT,Louisville,Kentucky,39447,673.0,Jefferson,100587.0,38.1275,-85.57823
30315,245000.0,2,1,987,970 VIOLET ST SE,Atlanta,Georgia,35324,1189.2,Fulton,65438.0,33.70312,-84.38272
27606,150000.0,2,1,720,8229 HOLLY SPRINGS RD,Raleigh,North Carolina,45499,718.1,Wake,97207.0,35.73991,-78.71833
94114,2998000.0,3,3,2026,450 LIBERTY ST,San Francisco,California,34474,9612.9,San Francisco,254595.0,37.75814,-122.43547
85051,400000.0,3,2,1667,3731 W CARON ST,Phoenix,Arizona,43623,2650.0,Maricopa,71145.0,33.55914,-112.13324
43068,275000.0,3,3,1842,7149 REYNOLDS CROSSING DR,Reynoldsburg,Ohio,58426,1150.5,Franklin,84597.0,39.95667,-82.78468
75252,529900.0,4,3,2456,6211 BENTWOOD TRL,Dallas,Texas,27310,2054.9,Collin,125791.0,32.99696,-96.78983
94110,1150000.0,2,1,900,656 BANKS ST,San Francisco,California,70859,11447.9,San Francisco,223044.0,37.74975,-122.41528
76179,330000.0,3,2,1925,7412 INNISBROOK LN,Fort Worth,Texas,70425,524.3,Tarrant,119057.0,32.91397,-97.43947
91343,1050000.0,4,3,2261,8930 GOTHIC AVE,North Hills,California,64519,4205.7,Los Angeles,104284.0,34.23837,-118.48076
30318,415000.0,5,3,1010,699 CEDAR AVE NW,Atlanta,Georgia,58839,1118.6,Fulton,112621.0,33.79235,-84.44831
55412,139000.0,2,1,1298,3508 RUSSELL AVE N,Minneapolis,Minnesota,25497,2889.9,Hennepin,84058.0,45.02612,-93.29952
70121,549000.0,3,2,2171,300 RIO VISTA AVE,New Orleans,Louisiana,11648,1372.5,Jefferson,74284.0,29.9608,-90.15881
93722,403750.0,4,3,1850,5363 W ACACIA AVE,Fresno,California,88116,1762.8,Fresno,93714.0,36.80003,-119.87791
30309,565000.0,2,2,1329,222 12TH ST NE UNIT 908,Atlanta,Georgia,27469,3205.3,Fulton,160806.0,33.798,-84.38774
53216,139900.0,3,1,1027,4243 N 61ST ST,Milwaukee,Wisconsin,31398,2629.5,Milwaukee,54402.0,43.08634,-87.97636
32254,89100.0,5,1,1493,3152 NOLAN ST,Jacksonville,Florida,13798,429.5,Duval,51308.0,30.34164,-81.73549
40291,225000.0,4,2,1375,7917 EDSEL LN,Louisville,Kentucky,39447,673.0,Jefferson,100587.0,38.1275,-85.57823
38114,106000.0,2,1,100,2302 LOWELL AVE,Memphis,Tennessee,22580,1147.5,Shelby,43490.0,35.09648,-89.98596
77009,347500.0,3,3,1561,238 GARRISON DR,Houston,Texas,37654,2346.6,Harris,134710.0,29.79499,-95.36758
10310,699000.0,4,3,1838,240 MYRTLE AVE,Staten Island,New York,25976,5564.4,Richmond,118232.0,40.63243,-74.11653
40291,280000.0,3,3,1896,8002 AVANTI WAY,Louisville,Kentucky,39447,673.0,Jefferson,100587.0,38.1275,-85.57823
48228,73900.0,3,2,1130,8211 WHITCOMB ST,Detroit,Michigan,57005,2471.4,Wayne,46566.0,42.35562,-83.21791
78753,375000.0,3,3,2018,9009 NORTH PLZ UNIT 140,Austin,Texas,58805,2000.9,Travis,78181.0,30.38353,-97.67335
53216,119900.0,3,1,1000,4239 N 29TH ST,Milwaukee,Wisconsin,31398,2629.5,Milwaukee,54402.0,43.08634,-87.97636
87120,600000.0,4,4,3378,1715 MOUNT HOOD TRL NW,Albuquerque,New Mexico,66118,442.9,Bernalillo,98519.0,35.14097,-106.76522
48206,515000.0,5,4,3720,1675 CHICAGO BLVD,Detroit,Michigan,15271,1905.4,Wayne,54952.0,42.3751,-83.10782
90047,375000.0,2,1,988,6213 HAAS AVE,Los Angeles,California,51494,4224.2,Los Angeles,86109.0,33.95456,-118.30899
23452,342000.0,3,2,1791,3856 CUMBERLAND PKWY,Virginia Beach,Virginia,56854,1451.3,Virginia Beach,110980.0,36.84604,-76.09197
95832,585888.0,4,3,2734,1714 ROSEHALL WAY,Sacramento,California,13446,624.7,Sacramento,83054.0,38.43979,-121.49888
90272,1150000.0,3,2,1843,17339 TRAMONTO DR APT 201,Pacific Palisades,California,21282,345.1,Los Angeles,382839.0,34.08066,-118.54459
76052,379745.0,4,2,2189,224 MOSSY CLIFF LN,Haslet,Texas,26240,244.4,Tarrant,147120.0,32.98205,-97.38037
78232,359000.0,3,2,2258,15207 OAK SPRING ST,San Antonio,Texas,36825,1196.1,Bexar,113043.0,29.58792,-98.47503
75234,385000.0,2,2,1529,1735 WITTINGTON PL APT 1204,Dallas,Texas,32728,1233.0,Dallas,106948.0,32.92423,-96.88904
95121,1200000.0,3,2,2178,1322 LODGE CT,San Jose,California,37663,3271.3,Santa Clara,156963.0,37.30463,-121.80981
91304,1100000.0,3,3,1589,8363 MAYNARD AVE,Canoga Park,California,54264,2154.9,Los Angeles,113253.0,34.22472,-118.63261
46203,250000.0,4,2,1821,1783 SLOAN AVE,Indianapolis,Indiana,38829,1075.5,Marion,70925.0,39.7368,-86.09586
10309,1378000.0,4,4,2920,5678 AMBOY RD,Staten Island,New York,35832,1907.2,Richmond,144776.0,40.53001,-74.21912
87107,325000.0,3,2,1315,4508 10TH ST NW,Albuquerque,New Mexico,27981,737.6,Bernalillo,85532.0,35.13747,-106.64363
79938,225000.0,4,2,1513,4821 KIKO A FIERRO PL,El Paso,Texas,91575,90.6,El Paso,86064.0,31.85764,-106.03895
80906,350000.0,2,2,1184,4145 AUTUMN HEIGHTS DR UNIT E,Colorado Springs,Colorado,38046,322.3,El Paso,132989.0,38.76744,-104.87023
85215,713970.0,3,3,2035,5701 E SCARLET ST,Mesa,Arizona,16013,74.6,Maricopa,109592.0,33.51101,-111.58027
43224,144900.0,2,1,750,3244 KARL RD,Columbus,Ohio,44877,2096.9,Franklin,59198.0,40.04256,-82.9664
89134,675000.0,4,3,2724,2116 HENNIKER WAY,Las Vegas,Nevada,23152,1339.5,Clark,116676.0,36.20262,-115.3078
94134,1299000.0,5,3,2400,30 KAREN CT,San Francisco,California,41977,6333.8,San Francisco,142394.0,37.71887,-122.41124
94107,1225000.0,2,2,959,1300 22ND ST APT 215,San Francisco,California,28607,5951.9,San Francisco,226692.0,37.76473,-122.39508
70115,384000.0,2,2,1092,1111 UPPERLINE ST # 1111,New Orleans,Louisiana,34261,3439.2,Orleans,141812.0,29.92375,-90.10219
98122,485000.0,2,2,1205,1740 MELROSE AVE UNIT 201,Seattle,Washington,41541,6865.8,King,147095.0,47.60985,-122.29569
78237,199000.0,3,1,1158,804 S SAN AUGUSTINE AVE,San Antonio,Texas,38772,2101.1,Bexar,52712.0,29.42079,-98.56832
37206,650000.0,3,4,2110,94 CREIGHTON AVE,Nashville,Tennessee,28694,1429.4,Davidson,114377.0,36.18085,-86.73117
97209,1475000.0,4,4,2867,1420 NW LOVEJOY ST APT 713,Portland,Oregon,19632,7358.7,Multnomah,124300.0,45.53093,-122.68429
20011,395000.0,3,1,800,921 RANDOLPH ST NW APT B,Washington,District of Columbia,67386,4851.3,District of Columbia,137295.0,38.95295,-77.02323
48223,220000.0,4,2,1842,14950 WARWICK ST,Detroit,Michigan,25037,1597.5,Wayne,56031.0,42.39341,-83.24619
64138,210000.0,4,3,2743,8828 LAUREL AVE,Kansas City,Missouri,24185,700.7,Jackson,69700.0,38.96852,-94.47088
77009,285000.0,2,1,1716,3510 ELSER ST,Houston,Texas,37654,2346.6,Harris,134710.0,29.79499,-95.36758
87106,595000.0,4,2,2557,733 WELLESLEY DR NE,Albuquerque,New Mexico,25844,278.6,Bernalillo,75283.0,35.00818,-106.61185
30316,299900.0,3,1,1366,2173 BRANNEN RD SE,Atlanta,Georgia,34810,1030.4,DeKalb,125721.0,33.71277,-84.33218
90028,850000.0,1,2,1410,6250 HOLLYWOOD BLVD UNIT 4F,Los Angeles,California,29887,7639.1,Los Angeles,80938.0,34.09982,-118.3268
94112,1095000.0,2,1,1200,25 LISBON ST,San Francisco,California,84477,9779.0,San Francisco,162512.0,37.7206,-122.44311
23462,290000.0,3,3,1600,312 GAMBRILL CT,Virginia Beach,Virginia,66949,2343.8,Virginia Beach,82642.0,36.8366,-76.15105
78233,315000.0,3,2,1685,13123 LARKABBEY ST,San Antonio,Texas,46281,1307.1,Bexar,78208.0,29.55483,-98.36323
94605,579000.0,2,1,1066,2620 56TH AVE,Oakland,California,45334,1982.4,Alameda,130531.0,37.76062,-122.14903
97218,615000.0,5,2,2840,5334 NE 49TH AVE,Portland,Oregon,15468,897.1,Multnomah,90651.0,45.5759,-122.60023
48204,20000.0,5,3,1900,8740 ARCADIA ST,Detroit,Michigan,22218,1706.8,Wayne,44323.0,42.36582,-83.14286
32208,199900.0,3,2,2463,4229 HARBOR VIEW DR,Jacksonville,Florida,32244,1080.0,Duval,54640.0,30.39351,-81.68245
37216,765000.0,4,3,2132,4302 GLYNDA DR,Nashville,Tennessee,19227,1103.2,Davidson,99706.0,36.21589,-86.72676
95123,1560000.0,5,4,2555,6068 GOLDEN VISTA DR,San Jose,California,71118,3510.4,Santa Clara,165181.0,37.24479,-121.83306
90038,3400000.0,8,8,4649,819 N SYCAMORE AVE,Los Angeles,California,27995,6983.0,Los Angeles,80935.0,34.08882,-118.32671
85739,370000.0,5,2,1934,39027 S CRACKED CORN DR,Tucson,Arizona,17216,26.0,Pinal,107506.0,32.6137,-111.00758
33130,765000.0,3,3,1273,1010 SW 2ND AVE UNIT 1203,Miami,Florida,31835,11238.0,Miami-Dade,91468.0,25.76805,-80.20291
76114,599000.0,4,3,2284,5321 DEAVERS LN,Fort Worth,Texas,27683,1103.5,Tarrant,78036.0,32.77365,-97.40417
90042,4375000.0,18,16,8854,6024 MONTEREY RD,Los Angeles,California,59658,5096.9,Los Angeles,119492.0,34.11475,-118.192
11423,1199000.0,6,3,2240,88-38 181ST ST,Hollis,New York,30983,8499.8,Queens,103394.0,40.71564,-73.76826
43205,140000.0,4,2,1917,710 S 22ND ST,Columbus,Ohio,12343,1994.3,Franklin,79303.0,39.9575,-82.96244
85050,599000.0,3,2,1561,4301 E SIESTA LN,Phoenix,Arizona,31248,810.0,Maricopa,170205.0,33.68739,-111.99854
85209,373000.0,2,2,1702,8256 E KIVA AVE UNIT 410,Mesa,Arizona,39726,1301.2,Maricopa,94457.0,33.37877,-111.63476
89135,690000.0,4,4,3298,11010 ONSLOW CT,Las Vegas,Nevada,29706,226.3,Clark,174766.0,36.09531,-115.37163
67208,127500.0,3,2,1227,904 HARDING ST,Wichita,Kansas,17640,1367.3,Sedgwick,78647.0,37.70449,-97.27928
94107,849000.0,1,1,951,310 TOWNSEND ST APT 211,San Francisco,California,28607,5951.9,San Francisco,226692.0,37.76473,-122.39508
92101,725000.0,1,2,1330,301 W G ST UNIT 432,San Diego,California,43096,3090.7,San Diego,121867.0,32.7162,-117.18589
68130,460000.0,4,3,4014,16327 WESTFIELD CIR,Omaha,Nebraska,20879,1063.6,Douglas,174972.0,41.23394,-96.19613
30316,550000.0,3,2,1512,1652 FLAT SHOALS RD SE,Atlanta,Georgia,34810,1030.4,DeKalb,125721.0,33.71277,-84.33218
94605,699000.0,3,1,1342,2857 75TH AVE,Oakland,California,45334,1982.4,Alameda,130531.0,37.76062,-122.14903
78207,219000.0,3,2,1198,2014 MONTEZUMA ST,San Antonio,Texas,51062,2700.6,Bexar,41306.0,29.42223,-98.52545
98103,619950.0,1,1,857,7720 GREENWOOD AVE N APT 107,Seattle,Washington,52210,4397.0,King,167932.0,47.6732,-122.34258
67212,205000.0,4,2,1552,206 N NEVADA CT,Wichita,Kansas,44128,1360.6,Sedgwick,78176.0,37.70247,-97.43658
55411,329000.0,4,3,1956,2218 N 4TH ST,Minneapolis,Minnesota,31397,3009.7,Hennepin,69896.0,44.9993,-93.2979
90062,1100000.0,4,5,2170,3879 CIMARRON ST,Los Angeles,California,34277,6935.4,Los Angeles,86642.0,34.0035,-118.30904
